generation,best_fitness,avg_fitness
0,22,15.383333333333333
1,23,17.525
2,27,19.316666666666666
3,27,20.816666666666666
4,28,21.741666666666667
5,27,22.5
6,27,23.316666666666666
7,28,23.808333333333334
8,28,24.55
9,29,25.133333333333333
10,29,25.158333333333335
11,29,25.608333333333334
12,31,26.091666666666665
13,31,26.691666666666666
14,31,26.716666666666665
15,30,26.9
16,31,27.0
17,31,27.208333333333332
18,31,27.433333333333334
19,32,27.491666666666667
